Longitude;Latitude;sst
106,6458282;-4,270833333;30,185
106,6874949;-4,270833333;30,07
106,7291616;-4,270833333;29,89
106,7708282;-4,270833333;29,91
106,8124949;-4,270833333;29,81
106,8541616;-4,270833333;29,875
106,8958282;-4,270833333;29,914999
106,9374949;-4,270833333;29,939999
106,9791616;-4,270833333;29,96
107,0208282;-4,270833333;29,894999
107,0624949;-4,270833333;29,865
107,1041616;-4,270833333;29,84
107,1458282;-4,270833333;29,545
107,1874949;-4,270833333;29,744999
107,2291616;-4,270833333;29,695
107,2708282;-4,270833333;29,58
107,3124949;-4,270833333;29,695
107,3541616;-4,270833333;29,31
107,3958282;-4,270833333;29,449999
107,4374949;-4,270833333;29,34
107,4791616;-4,270833333;29,41
107,5208282;-4,270833333;29,375
107,5624949;-4,270833333;29,345
107,6041616;-4,270833333;29,26
107,6458282;-4,270833333;29,16
105,8124949;-4,3125;30,24
105,8541616;-4,3125;29,67
105,8958282;-4,3125;29,599998
105,9374949;-4,3125;31,019999
105,9791616;-4,3125;30,3
106,0208282;-4,3125;30,47
106,0624949;-4,3125;30,324999
106,1041616;-4,3125;30,585
106,1458282;-4,3125;30,585
106,1874949;-4,3125;30,385
106,2291616;-4,3125;29,994999
106,2708282;-4,3125;29,91
106,3124949;-4,3125;30,015
106,3541616;-4,3125;30,21
106,3958282;-4,3125;29,8
106,4374949;-4,3125;29,945
106,4791616;-4,3125;29,949999
106,5208282;-4,3125;30,144999
106,5624949;-4,3125;30,22
106,6041616;-4,3125;29,984999
106,6458282;-4,3125;30,074999
106,6874949;-4,3125;30,064999
106,7291616;-4,3125;30,179998
106,7708282;-4,3125;30,08
106,8124949;-4,3125;29,994999
106,8541616;-4,3125;29,965
106,8958282;-4,3125;29,869999
106,9374949;-4,3125;29,689999
106,9791616;-4,3125;29,869999
107,0208282;-4,3125;29,835
107,0624949;-4,3125;29,05
107,1041616;-4,3125;29,644999
107,1458282;-4,3125;29,525
107,1874949;-4,3125;29,51
107,2291616;-4,3125;29,679998
107,2708282;-4,3125;29,789999
107,3124949;-4,3125;29,74
107,3541616;-4,3125;29,435
107,3958282;-4,3125;29,289999
107,4374949;-4,3125;29,394999
107,4791616;-4,3125;29,494999
107,5208282;-4,3125;29,519999
107,5624949;-4,3125;29,34
107,6041616;-4,3125;29,26
107,6458282;-4,3125;29,109999
105,8124949;-4,354166667;30,24
105,8541616;-4,354166667;30,095
105,8958282;-4,354166667;30,135
105,9374949;-4,354166667;30,609999
105,9791616;-4,354166667;30,619999
106,0208282;-4,354166667;30,57
106,0624949;-4,354166667;30,22
106,1041616;-4,354166667;30,324999
106,1458282;-4,354166667;30,064999
106,1874949;-4,354166667;29,965
106,2291616;-4,354166667;29,925
106,2708282;-4,354166667;29,84
106,3124949;-4,354166667;29,955
106,3541616;-4,354166667;30,199999
106,3958282;-4,354166667;30,119999
106,4374949;-4,354166667;30,095
106,4791616;-4,354166667;30,039999
106,5208282;-4,354166667;29,97
106,5624949;-4,354166667;29,724998
106,6041616;-4,354166667;29,779999
106,6458282;-4,354166667;29,83
106,6874949;-4,354166667;29,914999
106,7291616;-4,354166667;30,125
106,7708282;-4,354166667;30,05
106,8124949;-4,354166667;30,019999
106,8541616;-4,354166667;30,035
106,8958282;-4,354166667;29,64
106,9374949;-4,354166667;29,664999
106,9791616;-4,354166667;29,869999
107,0208282;-4,354166667;29,949999
107,0624949;-4,354166667;29,435
107,1041616;-4,354166667;29,255
107,1458282;-4,354166667;28,644999
107,1874949;-4,354166667;29,925
107,2291616;-4,354166667;29,804998
107,2708282;-4,354166667;29,439999
107,3124949;-4,354166667;29,42
107,3541616;-4,354166667;29,269999
107,3958282;-4,354166667;29,295
107,4374949;-4,354166667;29,06
107,4791616;-4,354166667;29,484999
107,5208282;-4,354166667;29,345
107,5624949;-4,354166667;29,3
107,6041616;-4,354166667;29,474998
107,6458282;-4,354166667;29,215
105,8541616;-4,395833333;30,41
105,8958282;-4,395833333;30,425
105,9374949;-4,395833333;29,715
105,9791616;-4,395833333;29,66
106,0208282;-4,395833333;29,119999
106,0624949;-4,395833333;29,705
106,1041616;-4,395833333;29,644999
106,1458282;-4,395833333;28,869999
106,1874949;-4,395833333;29,015
106,2291616;-4,395833333;30
106,2708282;-4,395833333;29,92
106,3124949;-4,395833333;29,965
106,3541616;-4,395833333;30,074999
106,3958282;-4,395833333;30,045
106,4374949;-4,395833333;29,98
106,4791616;-4,395833333;30,054998
106,5208282;-4,395833333;29,699999
106,5624949;-4,395833333;29,635
106,6041616;-4,395833333;29,845
106,6458282;-4,395833333;29,724998
106,6874949;-4,395833333;30,224998
106,7291616;-4,395833333;30,125
106,7708282;-4,395833333;30,07
106,8124949;-4,395833333;30,05
106,8541616;-4,395833333;29,869999
106,8958282;-4,395833333;29,804998
106,9374949;-4,395833333;29,65
106,9791616;-4,395833333;29,724998
107,0208282;-4,395833333;30,01
107,0624949;-4,395833333;29,925
107,1041616;-4,395833333;29,869999
107,1458282;-4,395833333;29,88
107,1874949;-4,395833333;29,84
107,2291616;-4,395833333;29,769999
107,2708282;-4,395833333;29,695
107,3124949;-4,395833333;29,679998
107,3541616;-4,395833333;29,484999
107,3958282;-4,395833333;29,39
107,4374949;-4,395833333;29,289999
107,4791616;-4,395833333;29,14
107,5208282;-4,395833333;29,345
107,5624949;-4,395833333;29,355
107,6041616;-4,395833333;29,525
107,6458282;-4,395833333;29,164999
105,2708282;-4,4375;33,625
105,3124949;-4,4375;33,625
105,8541616;-4,4375;30,41
105,8958282;-4,4375;30,425
105,9374949;-4,4375;30,005
105,9791616;-4,4375;29,595
106,0208282;-4,4375;29,615
106,0624949;-4,4375;30,57
106,1041616;-4,4375;29,644999
106,1458282;-4,4375;29,56
106,1874949;-4,4375;29,724998
106,2291616;-4,4375;29,994999
106,2708282;-4,4375;29,935
106,3124949;-4,4375;29,945
106,3541616;-4,4375;29,929998
106,3958282;-4,4375;30,015
106,4374949;-4,4375;30,019999
106,4791616;-4,4375;29,984999
106,5208282;-4,4375;29,849998
106,5624949;-4,4375;29,9
106,6041616;-4,4375;29,795
106,6458282;-4,4375;29,724998
106,6874949;-4,4375;29,9
106,7291616;-4,4375;30,154999
106,7708282;-4,4375;30,135
106,8124949;-4,4375;30,175
106,8541616;-4,4375;30,17
106,8958282;-4,4375;30,025
106,9374949;-4,4375;29,73
106,9791616;-4,4375;29,64
107,0208282;-4,4375;29,74
107,0624949;-4,4375;30,01
107,1041616;-4,4375;29,98
107,1458282;-4,4375;29,965
107,1874949;-4,4375;29,965
107,2291616;-4,4375;29,935
107,2708282;-4,4375;29,695
107,3124949;-4,4375;28,859999
107,3541616;-4,4375;28,894999
107,3958282;-4,4375;28,984999
107,4374949;-4,4375;28,744999
107,4791616;-4,4375;28,925
107,5208282;-4,4375;29,01
107,5624949;-4,4375;28,685
107,6041616;-4,4375;28,84
107,6458282;-4,4375;29,199999
105,2708282;-4,479166667;33,625
105,3124949;-4,479166667;33,625
105,8958282;-4,479166667;30,58
105,9374949;-4,479166667;28,539999
105,9791616;-4,479166667;29,019999
106,0208282;-4,479166667;29,529999
106,0624949;-4,479166667;30,57
106,1041616;-4,479166667;30,349998
106,1458282;-4,479166667;30,324999
106,1874949;-4,479166667;30,33
106,2291616;-4,479166667;30,195
106,2708282;-4,479166667;30,08
106,3124949;-4,479166667;30,07
106,3541616;-4,479166667;30,154999
106,3958282;-4,479166667;30,15
106,4374949;-4,479166667;30,215
106,4791616;-4,479166667;30,105
106,5208282;-4,479166667;29,96
106,5624949;-4,479166667;29,894999
106,6041616;-4,479166667;29,66
106,6458282;-4,479166667;29,695
106,6874949;-4,479166667;29,685
106,7291616;-4,479166667;29,654999
106,7708282;-4,479166667;29,83
106,8124949;-4,479166667;29,84
106,8541616;-4,479166667;29,775
106,8958282;-4,479166667;29,83
106,9374949;-4,479166667;29,83
106,9791616;-4,479166667;29,849998
107,0208282;-4,479166667;30,08
107,0624949;-4,479166667;29,869999
107,1041616;-4,479166667;29,695
107,1458282;-4,479166667;29,939999
107,1874949;-4,479166667;29,955
107,2291616;-4,479166667;29,965
107,2708282;-4,479166667;29,789999
107,3124949;-4,479166667;29,689999
107,3541616;-4,479166667;29,5
107,3958282;-4,479166667;29,394999
107,4374949;-4,479166667;29,255
107,4791616;-4,479166667;28,925
107,5208282;-4,479166667;28,595
107,5624949;-4,479166667;28,505
107,6041616;-4,479166667;28,515
107,6458282;-4,479166667;29,234999
105,2708282;-4,520833333;31,824999
105,3124949;-4,520833333;31,824999
105,9374949;-4,520833333;29,945
105,9791616;-4,520833333;29,824999
106,0208282;-4,520833333;29,949999
106,0624949;-4,520833333;29,769999
106,1041616;-4,520833333;30,189999
106,1458282;-4,520833333;30,304998
106,1874949;-4,520833333;30,125
106,2291616;-4,520833333;29,914999
106,2708282;-4,520833333;29,775
106,3124949;-4,520833333;29,804998
106,3541616;-4,520833333;29,835
106,3958282;-4,520833333;29,91
106,4374949;-4,520833333;30,064999
106,4791616;-4,520833333;30,085
106,5208282;-4,520833333;29,904999
106,5624949;-4,520833333;29,974998
106,6041616;-4,520833333;29,92
106,6458282;-4,520833333;29,81
106,6874949;-4,520833333;29,814999
106,7291616;-4,520833333;29,744999
106,7708282;-4,520833333;29,595
106,8124949;-4,520833333;29,56
106,8541616;-4,520833333;29,615
106,8958282;-4,520833333;29,855
106,9374949;-4,520833333;30,09
106,9791616;-4,520833333;30,08
107,0208282;-4,520833333;30,054998
107,0624949;-4,520833333;30,099998
107,1041616;-4,520833333;30,039999
107,1458282;-4,520833333;29,965
107,1874949;-4,520833333;29,965
107,2291616;-4,520833333;29,965
107,2708282;-4,520833333;29,929998
107,3124949;-4,520833333;29,8
107,3541616;-4,520833333;29,64
107,3958282;-4,520833333;29,38
107,4374949;-4,520833333;29,224998
107,4791616;-4,520833333;29,205
107,5208282;-4,520833333;28,939999
107,5624949;-4,520833333;28,63
107,6041616;-4,520833333;28,66
107,6458282;-4,520833333;28,605
105,2708282;-4,5625;31,824999
105,3124949;-4,5625;31,824999
105,8958282;-4,5625;30,484999
105,9374949;-4,5625;29,945
105,9791616;-4,5625;29,904999
106,0208282;-4,5625;30
106,0624949;-4,5625;30,34
106,1041616;-4,5625;30,619999
106,1458282;-4,5625;30,599998
106,1874949;-4,5625;30,304998
106,2291616;-4,5625;29,875
106,2708282;-4,5625;29,734999
106,3124949;-4,5625;29,8
106,3541616;-4,5625;29,894999
106,3958282;-4,5625;30,025
106,4374949;-4,5625;30,144999
106,4791616;-4,5625;30,17
106,5208282;-4,5625;30,215
106,5624949;-4,5625;30,244999
106,6041616;-4,5625;30,005
106,6458282;-4,5625;29,83
106,6874949;-4,5625;29,849998
106,7291616;-4,5625;29,76
106,7708282;-4,5625;29,775
106,8124949;-4,5625;30,039999
106,8541616;-4,5625;29,925
106,8958282;-4,5625;29,935
106,9374949;-4,5625;30,119999
106,9791616;-4,5625;30,09
107,0208282;-4,5625;30,154999
107,0624949;-4,5625;30,14
107,1041616;-4,5625;30,015
107,1458282;-4,5625;29,945
107,1874949;-4,5625;29,894999
107,2291616;-4,5625;29,92
107,2708282;-4,5625;30,005
107,3124949;-4,5625;29,98
107,3541616;-4,5625;29,9
107,3958282;-4,5625;29,715
107,4374949;-4,5625;29,365
