Longitude;Latitude;chlor_a
106,2708282;-4,395833333;2,124113
106,3124949;-4,395833333;2,1001005
106,3541616;-4,395833333;2,0912275
106,3958282;-4,395833333;2,00746
106,4374949;-4,395833333;1,865577
106,4791616;-4,395833333;1,6925906
106,5208282;-4,395833333;1,5505759
106,5624949;-4,395833333;1,3825428
106,6041616;-4,395833333;1,0233179
106,6458282;-4,395833333;0,962449
106,6874949;-4,395833333;0,90158486
106,7291616;-4,395833333;0,85203797
106,7708282;-4,395833333;0,6334752
106,8124949;-4,395833333;0,6283119
106,8541616;-4,395833333;0,5824287
106,8958282;-4,395833333;0,5621118
106,9374949;-4,395833333;0,57034445
106,9791616;-4,395833333;0,5514854
107,0208282;-4,395833333;0,57314676
107,0624949;-4,395833333;0,6058999
107,1041616;-4,395833333;0,6055072
107,1458282;-4,395833333;0,60301614
107,1874949;-4,395833333;0,5858383
107,2291616;-4,395833333;0,55189216
107,2708282;-4,395833333;0,5660746
107,3124949;-4,395833333;0,55825233
107,3541616;-4,395833333;0,53928614
107,3958282;-4,395833333;0,54541415
105,9374949;-4,4375;4,956063
105,9791616;-4,4375;5,1513352
106,0208282;-4,4375;4,2088447
106,0624949;-4,4375;2,9816399
106,1041616;-4,4375;2,44194
106,1458282;-4,4375;2,2775235
106,1874949;-4,4375;1,9816389
106,2291616;-4,4375;1,8377666
106,2708282;-4,4375;1,934832
106,3124949;-4,4375;2,0658991
106,3541616;-4,4375;2,129579
106,3958282;-4,4375;1,8993629
106,4374949;-4,4375;1,7711577
106,4791616;-4,4375;1,6321598
106,5208282;-4,4375;1,4767152
106,5624949;-4,4375;1,3215412
106,6041616;-4,4375;1,1425763
106,6458282;-4,4375;0,9425276
106,6874949;-4,4375;0,8489438
106,7291616;-4,4375;0,7903654
106,7708282;-4,4375;0,72319454
106,8124949;-4,4375;0,6473946
106,8541616;-4,4375;0,59274185
106,8958282;-4,4375;0,53499633
106,9374949;-4,4375;0,5291046
106,9791616;-4,4375;0,5318952
107,0208282;-4,4375;0,5731468
107,0624949;-4,4375;0,6058999
107,1041616;-4,4375;0,60572404
107,1458282;-4,4375;0,6056703
107,1874949;-4,4375;0,59902185
107,2291616;-4,4375;0,58085185
107,2708282;-4,4375;0,56089085
107,3124949;-4,4375;0,5627002
107,3541616;-4,4375;0,5235052
107,3958282;-4,4375;0,52350485
105,9374949;-4,479166667;4,9560733
105,9791616;-4,479166667;5,328614
106,0208282;-4,479166667;5,3285666
106,0624949;-4,479166667;3,058938
106,1041616;-4,479166667;2,8908625
106,1458282;-4,479166667;2,4908018
106,1874949;-4,479166667;2,1984289
106,2291616;-4,479166667;1,9890616
106,2708282;-4,479166667;2,0814757
106,3124949;-4,479166667;2,1014688
106,3541616;-4,479166667;2,0134227
106,3958282;-4,479166667;1,9009428
106,4374949;-4,479166667;1,7777812
106,4791616;-4,479166667;1,6289493
106,5208282;-4,479166667;1,5517141
106,5624949;-4,479166667;1,509425
106,6041616;-4,479166667;0,92957866
106,6458282;-4,479166667;0,8832318
106,6874949;-4,479166667;0,81615347
106,7291616;-4,479166667;0,74921805
106,7708282;-4,479166667;0,710127
106,8124949;-4,479166667;0,6473948
106,8541616;-4,479166667;0,59274197
106,8958282;-4,479166667;0,5349959
106,9374949;-4,479166667;0,5291039
106,9791616;-4,479166667;0,5318949
107,1041616;-4,479166667;0,6040347
107,1458282;-4,479166667;0,6054768
107,1874949;-4,479166667;0,607475
107,2291616;-4,479166667;0,5910508
107,2708282;-4,479166667;0,536168
107,3124949;-4,479166667;0,53208125
107,3541616;-4,479166667;0,52350384
107,3958282;-4,479166667;0,52350384
105,9791616;-4,520833333;4,346221
106,0208282;-4,520833333;4,71615
106,0624949;-4,520833333;3,726491
106,1041616;-4,520833333;3,2311978
106,1458282;-4,520833333;2,683834
106,1874949;-4,520833333;2,2613657
106,2291616;-4,520833333;2,153121
106,2708282;-4,520833333;2,211375
106,3124949;-4,520833333;2,1698895
106,3541616;-4,520833333;2,0066836
106,3958282;-4,520833333;1,8789055
106,4374949;-4,520833333;1,7076244
106,4791616;-4,520833333;1,5519348
106,5208282;-4,520833333;1,4727424
106,5624949;-4,520833333;1,3347235
106,6041616;-4,520833333;1,170334
106,6458282;-4,520833333;1,1318622
106,6874949;-4,520833333;0,8575537
106,7291616;-4,520833333;0,8432136
106,7708282;-4,520833333;0,83337915
106,8541616;-4,520833333;0,724151
106,8958282;-4,520833333;0,724151
107,0624949;-4,520833333;0,59098816
107,1041616;-4,520833333;0,59250695
107,1458282;-4,520833333;0,5915519
107,1874949;-4,520833333;0,59147996
107,2291616;-4,520833333;0,5798943
107,2708282;-4,520833333;0,5593005
107,3124949;-4,520833333;0,54502594
107,3541616;-4,520833333;0,54097855
107,3958282;-4,520833333;0,5325683
105,9791616;-4,5625;4,346225
106,0208282;-4,5625;4,3111997
106,0624949;-4,5625;3,9329512
106,1041616;-4,5625;3,3610668
106,1458282;-4,5625;2,7933547
106,1874949;-4,5625;2,334602
106,2291616;-4,5625;2,2005002
106,2708282;-4,5625;2,2512622
106,3124949;-4,5625;2,1449924
106,3541616;-4,5625;1,9974363
106,3958282;-4,5625;1,8620697
106,4374949;-4,5625;1,6999121
106,4791616;-4,5625;1,5866189
106,5208282;-4,5625;1,4738984
106,5624949;-4,5625;1,2795768
106,6041616;-4,5625;1,192205
106,6458282;-4,5625;1,0768847
106,6874949;-4,5625;0,9001551
106,7291616;-4,5625;0,8556201
106,7708282;-4,5625;0,8448961
106,8124949;-4,5625;0,93457156
106,8541616;-4,5625;0,724151
106,8958282;-4,5625;0,9192099
