Longitude;Latitude;sst
104,3124949;-4,0625;31,699999
104,3541616;-4,0625;31,699999
104,3958282;-4,0625;32,745
104,4374949;-4,0625;32,745
105,6041616;-4,0625;32,27
105,6458282;-4,0625;31,859999
105,6874949;-4,0625;31,689999
105,7291616;-4,0625;31,519999
105,7708282;-4,0625;33,155
105,8124949;-4,0625;33,475
105,8541616;-4,0625;31,585
105,8958282;-4,0625;30,974998
105,9374949;-4,0625;30,859999
105,9791616;-4,0625;30,74
106,0208282;-4,0625;30,564999
106,0624949;-4,0625;30,429998
106,1041616;-4,0625;30,4
106,1458282;-4,0625;30,375
106,1874949;-4,0625;30,335
106,2291616;-4,0625;30,295
106,2708282;-4,0625;30,34
106,3124949;-4,0625;30,55
106,3541616;-4,0625;30,66
106,3958282;-4,0625;30,74
106,4374949;-4,0625;30,715
106,4791616;-4,0625;30,635
106,5208282;-4,0625;30,609999
106,5624949;-4,0625;30,619999
106,6041616;-4,0625;30,685
106,6458282;-4,0625;30,755
106,6874949;-4,0625;30,814999
106,7291616;-4,0625;30,82
106,7708282;-4,0625;30,765
106,8124949;-4,0625;30,689999
106,8541616;-4,0625;30,66
106,8958282;-4,0625;30,654999
106,9374949;-4,0625;30,679998
106,9791616;-4,0625;30,74
105,6041616;-4,104166667;32,27
105,6458282;-4,104166667;32,344997
105,6874949;-4,104166667;31,765
105,7291616;-4,104166667;31,515
105,7708282;-4,104166667;33,155
105,8124949;-4,104166667;33,415
105,8541616;-4,104166667;32,024998
105,8958282;-4,104166667;31,045
105,9374949;-4,104166667;30,744999
105,9791616;-4,104166667;30,654999
106,0208282;-4,104166667;30,55
106,0624949;-4,104166667;30,369999
106,1041616;-4,104166667;30,4
106,1458282;-4,104166667;30,51
106,1874949;-4,104166667;30,465
106,2291616;-4,104166667;30,439999
106,2708282;-4,104166667;30,42
106,3124949;-4,104166667;30,455
106,3541616;-4,104166667;30,545
106,3958282;-4,104166667;30,654999
106,4374949;-4,104166667;30,67
106,4791616;-4,104166667;30,58
106,5208282;-4,104166667;30,5
106,5624949;-4,104166667;30,539999
106,6041616;-4,104166667;30,595
106,6458282;-4,104166667;30,644999
106,6874949;-4,104166667;30,699999
106,7291616;-4,104166667;30,689999
106,7708282;-4,104166667;30,699999
106,8124949;-4,104166667;30,699999
106,8541616;-4,104166667;30,625
106,8958282;-4,104166667;30,595
106,9374949;-4,104166667;30,67
106,9791616;-4,104166667;30,55
104,4374949;-4,145833333;34,11
104,4791616;-4,145833333;34,11
104,5208282;-4,145833333;33,17
105,6874949;-4,145833333;31,564999
105,7291616;-4,145833333;31,539999
105,7708282;-4,145833333;31,535
105,8124949;-4,145833333;32,375
105,8541616;-4,145833333;31,4
105,8958282;-4,145833333;31,295
105,9374949;-4,145833333;30,89
105,9791616;-4,145833333;30,689999
106,0208282;-4,145833333;30,554998
106,0624949;-4,145833333;30,49
106,1041616;-4,145833333;30,404999
106,1458282;-4,145833333;30,484999
106,1874949;-4,145833333;30,55
106,2291616;-4,145833333;30,535
106,2708282;-4,145833333;30,585
106,3124949;-4,145833333;30,635
106,3541616;-4,145833333;30,609999
106,3958282;-4,145833333;30,654999
106,4374949;-4,145833333;30,72
106,4791616;-4,145833333;30,664999
106,5208282;-4,145833333;30,59
106,5624949;-4,145833333;30,635
106,6041616;-4,145833333;30,635
106,6458282;-4,145833333;30,654999
106,6874949;-4,145833333;30,675
106,7291616;-4,145833333;30,609999
106,7708282;-4,145833333;30,519999
106,8124949;-4,145833333;30,535
106,8541616;-4,145833333;30,615
106,8958282;-4,145833333;30,585
106,9374949;-4,145833333;30,65
106,9791616;-4,145833333;30,685
104,4374949;-4,1875;34,11
104,4791616;-4,1875;34,11
104,5208282;-4,1875;33,17
105,6874949;-4,1875;31,564999
105,7291616;-4,1875;31,539999
105,7708282;-4,1875;33,28
105,8124949;-4,1875;30,835
105,8541616;-4,1875;31,099998
105,8958282;-4,1875;31,175
105,9374949;-4,1875;30,97
105,9791616;-4,1875;30,654999
106,0208282;-4,1875;30,525
106,0624949;-4,1875;30,404999
106,1041616;-4,1875;30,439999
106,1458282;-4,1875;30,539999
106,1874949;-4,1875;30,554998
106,2291616;-4,1875;30,59
106,2708282;-4,1875;30,574999
106,3124949;-4,1875;30,619999
106,3541616;-4,1875;30,685
106,3958282;-4,1875;30,675
106,4374949;-4,1875;30,65
106,4791616;-4,1875;30,64
106,5208282;-4,1875;30,67
106,5624949;-4,1875;30,699999
106,6041616;-4,1875;30,685
106,6458282;-4,1875;30,554998
106,6874949;-4,1875;30,58
106,7291616;-4,1875;30,74
106,7708282;-4,1875;30,765
106,8124949;-4,1875;30,744999
106,8541616;-4,1875;30,689999
106,8958282;-4,1875;30,644999
106,9374949;-4,1875;30,67
106,9791616;-4,1875;30,67
104,4374949;-4,229166667;34,11
104,4791616;-4,229166667;34,11
